Time;Barometric_Pressure;Dewpoint;Height;Latitude;Longitude;Precipitation_Intensity;Precipitation_Total;Rel._Humidity;Solar_Radiation;Temperature;Wind_Direction;Wind_Speed;NO;NO2;NOx;CO;Dichot_Mass_Concentration_µg/m³;Mass_Concentration_A;Mass_Concentration_B;O3;SO2;Barometric_Pressure;Dewpoint;Height;Latitude;Longitude;Precipitation_Intensity;Precipitation_Total;Rel._Humidity;Solar_Radiation;Temperature;Wind_Direction;Wind_Speed;NO;NO2;NOx;CO;Dichot_Mass_Concentration_µg/m³;Mass_Concentration_A;Mass_Concentration_B;O3;SO2;Barometric_Pressure;Dewpoint;Height;Latitude;Longitude;Precipitation_Intensity;Precipitation_Total;Rel._Humidity;Solar_Radiation;Temperature;Wind_Direction;Wind_Speed;NO;NO2;NOx;CO;Dichot_Mass_Concentration_µg/m³;Mass_Concentration_A;Mass_Concentration_B;O3;SO2
2019-09-05 09:00:00;1001.61;26.25;36.27;22.26;114.13;0;0;83.13;678.33;29.26;3.92;0.6;5.46;3.74;9.2;0.34;5.43;2.91;2.53;12.46;3.45;1001.4;26.15;36.68;22.26;114.13;0;0;83.53;484.99;29.13;336.8;0.69;5.48;3.61;9.09;0.34;5.11;2.68;2.43;12.77;3.38;1001.38;26.21;35.17;22.26;114.13;0;0;84.52;464.33;29;293.43;0.24;4.31;2.91;7.22;0.31;4.97;4.2;0.77;14.79;3.26
2019-09-05 09:01:00;1001.74;26.34;36;22.26;114.13;0;0;83;754.1;29.45;354.27;0.37;5.46;3.8;9.27;0.34;6.3;3.52;2.78;11.85;3.62;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:02:00;1001.8;26.53;35.84;22.26;114.13;0;0;83;653.88;29.65;343.89;0.1;5.47;3.87;9.34;0.34;6.3;3.52;2.78;11.89;3.59;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:03:00;1001.79;26.66;35.67;22.26;114.13;0;0;82.98;525.9;29.85;280.15;0.33;5.43;3.83;9.26;0.34;6.3;3.52;2.78;12.03;3.56;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:04:00;1001.63;26.3;35.59;22.26;114.13;0;0;81.95;462.9;29.61;169.22;0.53;5.34;3.73;9.07;0.33;6.3;3.52;2.78;12.28;3.52;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:05:00;1001.65;26.27;35.59;22.26;114.13;0;0;82.02;522.18;29.54;196.49;0.63;5.21;3.59;8.8;0.33;6.3;3.52;2.78;12.5;3.48;1001.72;26.42;35.74;22.26;114.13;0;0;82.59;583.79;29.62;218.43;0.15;5.38;3.77;9.15;0.33;6.3;3.52;2.78;12.11;3.55;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:06:00;1001.7;26.4;35.47;22.26;114.13;0;0;83;630.72;29.58;263.7;0.37;5.09;3.51;8.6;0.32;6.47;3.62;2.85;12.89;3.43;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:07:00;1001.77;26.79;35.3;22.26;114.13;0;0;82.98;646.75;29.94;108.09;0.42;5.05;3.49;8.54;0.31;6.75;3.8;2.96;13.33;3.42;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:08:00;1001.83;26.59;35.15;22.26;114.13;0;0;81.68;682.3;30;172.62;0.74;5.15;3.35;8.5;0.31;6.75;3.8;2.96;13.69;3.35;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:09:00;1001.8;26.16;35.17;22.26;114.13;0;0;81.42;731.57;29.56;190.52;1.03;5.27;3.22;8.49;0.3;6.75;3.8;2.96;13.83;3.31;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:10:00;1001.78;26.27;35.2;22.26;114.13;0;0;82.68;768.4;29.47;232.54;0.83;5.32;3.18;8.5;0.3;6.75;3.8;2.96;13.47;3.22;1001.78;26.44;35.26;22.26;114.13;0;0;82.35;691.95;29.71;196.58;0.5;5.18;3.35;8.53;0.31;6.7;3.76;2.93;13.44;3.35;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:11:00;1001.72;26.37;35.35;22.26;114.13;0;0;82.43;770.72;29.55;196.47;0.99;5.35;3.15;8.49;0.3;6.75;3.8;2.96;13.51;3.19;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:12:00;1001.58;26.25;35.78;22.26;114.13;0;0;82.78;777.62;29.39;183.72;1.81;5.39;3.15;8.54;0.3;7.01;3.95;3.01;13.63;3.22;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:13:00;1001.5;26.28;36.26;22.26;114.13;0;0;83.43;786.9;29.27;176.64;1.41;5.52;3.09;8.62;0.31;7.8;4.59;3.21;13.68;3.26;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:14:00;1001.53;26.33;36.5;22.26;114.13;0;0;83.32;755.42;29.4;114.36;2.03;5.63;3.1;8.73;0.31;7.8;4.59;3.21;13.67;3.37;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:15:00;1001.47;26.43;36.5;22.26;114.13;0;0;83;705.77;29.58;118.15;1.76;5.72;3.14;8.86;0.31;7.8;4.59;3.21;13.64;3.39;1001.56;26.33;36.08;22.26;114.13;0;0;82.99;759.28;29.44;152.11;1.32;5.52;3.13;8.65;0.31;7.43;4.3;3.12;13.63;3.28;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:16:00;1001.5;26.1;36.59;22.26;114.13;0;0;82.55;720.67;29.35;162.94;1.4;5.81;3.13;8.94;0.32;7.8;4.59;3.21;13.54;3.35;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:17:00;1001.49;26.18;36.59;22.26;114.13;0;0;82.97;637.37;29.36;218.66;0.83;5.8;3.1;8.9;0.32;7.8;4.59;3.21;13.22;3.3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:18:00;1001.33;26.14;36.73;22.26;114.13;0;0;82.97;462.65;29.3;124.06;0.99;5.73;2.95;8.68;0.32;8.22;4.89;3.33;13.53;3.17;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:19:00;1001.3;26.22;36.8;22.26;114.13;0;0;83;461.3;29.37;97.81;0.46;5.59;2.89;8.48;0.32;9.39;5.74;3.65;13.73;3.1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:20:00;1001.38;26.42;36.89;22.26;114.13;0;0;83.3;472.55;29.44;177.28;0.34;5.42;2.91;8.33;0.32;9.39;5.74;3.65;14.24;3.07;1001.4;26.21;36.72;22.26;114.13;0;0;82.96;550.91;29.36;158.09;0.63;5.67;3;8.67;0.32;8.52;5.11;3.41;13.65;3.2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:21:00;1001.5;26.36;37.02;22.26;114.13;0;0;82.87;576.83;29.54;136.07;0.83;5.22;2.97;8.19;0.32;9.39;5.74;3.65;14.45;3.06;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:22:00;1001.5;26.54;37.28;22.26;114.13;0;0;82.87;464.73;29.7;341.49;0.74;5.09;3;8.09;0.32;9.39;5.74;3.65;14.36;3.09;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:23:00;1001.47;26.51;37.6;22.26;114.13;0;0;82.45;396.72;29.74;343.21;0.44;5;2.97;7.97;0.32;9.39;5.74;3.65;14.58;3.02;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:24:00;1001.42;26.35;37.7;22.26;114.13;0;0;82.63;511.58;29.54;179.84;0.93;4.82;2.88;7.71;0.32;9.46;5.74;3.72;14.5;3.01;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:25:00;1001.43;26.29;37.75;22.26;114.13;0;0;83;503.45;29.48;119.09;1.1;4.61;2.82;7.43;0.31;9.65;5.74;3.91;14.63;3.02;1001.46;26.41;37.47;22.26;114.13;0;0;82.76;490.66;29.6;128.82;0.3;4.95;2.93;7.88;0.32;9.46;5.74;3.72;14.5;3.04;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:26:00;1001.4;26.53;37.87;22.26;114.13;0;0;83;385.2;29.69;21.31;0.28;4.39;2.81;7.2;0.31;9.65;5.74;3.91;14.85;3.05;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:27:00;1001.49;26.64;37.8;22.26;114.13;0;0;82.25;432.77;29.85;298.53;0.19;4.24;2.75;6.99;0.31;9.65;5.74;3.91;15.31;3.18;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:28:00;1001.64;26.63;37.8;22.26;114.13;0;0;81.88;590.45;29.94;69.23;0.78;4.17;2.8;6.97;0.31;9.65;5.74;3.91;15.46;3.38;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:29:00;1001.56;26.43;37.82;22.26;114.13;0;0;81.92;559.37;29.78;100.64;1.24;4.13;2.83;6.97;0.32;9.65;5.74;3.91;15.35;3.43;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:30:00;1001.55;26.61;37.9;22.26;114.13;0;0;82.98;542.18;29.76;199.69;0.88;4.06;2.93;6.99;0.32;9.67;5.81;3.86;15.14;3.44;1001.53;26.57;37.84;22.26;114.13;0;0;82.41;501.99;29.8;104.91;0.33;4.2;2.82;7.02;0.32;9.65;5.75;3.9;15.22;3.29;1001.58;26.4;36.52;22.26;114.13;0;0;82.68;596.43;29.59;156.08;0.48;5.15;3.17;8.32;0.32;8.01;4.7;3.31;13.76;3.29
2019-09-05 09:31:00;1001.51;26.53;37.9;22.26;114.13;0;0;83.08;525.8;29.64;122.1;0.49;4.1;2.86;6.95;0.32;9.7;5.93;3.76;14.96;3.42;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:32:00;1001.49;26.47;37.47;22.26;114.13;0;0;82.17;471.9;29.74;131.53;0.96;4.15;2.76;6.9;0.33;9.7;5.93;3.76;14.76;3.44;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:33:00;1001.55;26.53;37.31;22.26;114.13;0;0;82.03;453.65;29.8;112.1;0.38;4.09;2.74;6.83;0.33;9.7;5.93;3.76;14.56;3.47;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:34:00;1001.6;26.62;37.59;22.26;114.13;0;0;81.92;424.03;29.99;351.39;0.18;4.04;2.72;6.76;0.32;9.7;5.93;3.76;14.96;3.49;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:35:00;1001.57;26.5;38.16;22.26;114.13;0;0;81.47;439.65;29.91;249.47;0.84;3.99;2.72;6.71;0.32;9.7;5.93;3.76;15.38;3.4;1001.54;26.53;37.68;22.26;114.13;0;0;82.13;463.01;29.81;149.95;0.27;4.07;2.76;6.83;0.32;9.7;5.93;3.76;14.92;3.44;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:36:00;1001.53;26.53;38.12;22.26;114.13;0;0;82;533.77;29.82;33.45;0.54;3.95;2.67;6.63;0.32;9.89;6.35;3.64;15.51;3.43;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:37:00;1001.66;26.49;39.63;22.26;114.13;0;0;81.33;537.15;29.9;69.12;0.77;3.98;2.54;6.52;0.32;10.51;7.08;3.43;15.5;3.39;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:38:00;1001.6;26.57;40.15;22.26;114.13;0;0;81.5;473.38;29.99;91.59;0.91;3.99;2.35;6.34;0.32;10.51;7.08;3.43;15.37;3.24;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:39:00;1001.51;26.47;41.14;22.26;114.13;0;0;81.7;421.53;29.88;114.37;0.69;4;2.26;6.26;0.31;10.51;7.08;3.43;15.83;3.18;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:40:00;1001.42;26.32;42.46;22.26;114.13;0;0;81.92;374.17;29.63;91.35;1.89;4.03;2.17;6.2;0.31;10.51;7.08;3.43;16.13;3.15;1001.54;26.47;40.3;22.26;114.13;0;0;81.69;468;29.84;85.2;0.89;3.99;2.4;6.39;0.32;10.38;6.93;3.47;15.66;3.28;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:41:00;1001.33;26.36;43.97;22.26;114.13;0;0;82.52;336.38;29.58;77.58;0.97;4.08;2.01;6.09;0.31;10.51;7.08;3.43;16.43;3.16;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:42:00;1001.39;26.28;45.8;22.26;114.13;0;0;82.83;339.88;29.46;78.48;1.76;4.07;1.99;6.06;0.31;10.77;7.39;3.38;17.04;3.18;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:43:00;1001.38;26.27;47;22.26;114.13;0;0;83;379.15;29.4;53.88;0.74;4.03;2.04;6.06;0.3;11.56;8.33;3.23;17.53;3.17;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:44:00;1001.42;26.18;47.73;22.26;114.13;0;0;83;416.33;29.38;102.87;1.05;4.03;1.99;6.02;0.3;11.56;8.33;3.23;17.57;3.13;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:45:00;1001.45;26.26;47.66;22.26;114.13;0;0;83;434.65;29.4;112.52;0.7;4.05;1.85;5.9;0.3;11.56;8.33;3.23;17.59;3;1001.39;26.27;46.43;22.26;114.13;0;0;82.87;381.28;29.45;84.31;0.99;4.05;1.98;6.03;0.3;11.19;7.89;3.3;17.23;3.13;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:46:00;1001.58;26.37;46.35;22.26;114.13;0;0;83;395.25;29.48;49.05;1.08;3.98;1.82;5.8;0.29;11.56;8.33;3.23;18.1;3.02;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:47:00;1001.52;26.23;45.99;22.26;114.13;0;0;83;357.7;29.33;72.28;1.33;3.93;1.76;5.69;0.29;11.56;8.33;3.23;18.72;2.97;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:48:00;1001.48;26.34;45.65;22.26;114.13;0;0;83.5;333.65;29.33;87.78;0.81;3.86;1.79;5.65;0.29;11.84;8.64;3.23;18.8;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:49:00;1001.6;26.3;45.5;22.26;114.13;0;0;83.25;349.08;29.35;349.94;0.46;3.77;1.86;5.63;0.29;12.71;9.48;3.23;18.85;3.03;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:50:00;1001.6;26.34;45.43;22.26;114.13;0;0;83;353.53;29.39;264.51;0.52;3.7;1.88;5.58;0.29;12.71;9.48;3.23;18.96;3.07;1001.55;26.31;45.78;22.26;114.13;0;0;83.15;357.84;29.38;56.03;0.55;3.85;1.82;5.67;0.29;12.08;8.85;3.23;18.69;3.02;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2019-09-05 09:51:00;1001.66;26.41;45.33;22.26;114.13;0;0;83.53;392.95;29.48;320.31;0.6;3.54;1.89;5.44;0.28;12.71;9.48;3.23;19.01;3.1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
